Unnamed: 0,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,instalment_no_int,out_term,out_revenue
52621,371025,388352,8000,8000,5558,36,11.58,264.11,B,B3,3 years,MORTGAGE,30992,Not Verified,2015-01-01,Charged Off,n,credit_card,6.89,0,1993-06-01,1,6,33,0.0,0.0,5536.86,3670.92,4320.85,1216.01,0.0,0.0,0.0,2016-10-01,264.11,2017-04-01,0,1,INDIVIDUAL,222.22222222222223,16.556175,4372.65137925
52622,371015,388341,3800,3800,700,36,12.53,127.18,C,C1,10+ years,RENT,60000,Verified,2015-01-01,Charged Off,n,other,20.14,0,1997-08-01,1,9,34,0.0,0.0,2049.78,376.68,1499.42,519.19,14.99,16.18,5.63,2016-06-01,127.18,2022-01-01,0,1,INDIVIDUAL,105.55555555555556,21.79496842105263,2771.8840837894736
52623,371011,388337,10000,10000,7549,36,9.63,320.95,A,A5,10+ years,MORTGAGE,90000,Not Verified,2015-01-01,Charged Off,n,other,3.27,0,1998-10-01,3,19,40,0.0,0.0,4799.09,3622.06,3543.62,942.73,16.03,296.71,3.07,2016-03-01,320.95,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,23.242968,7459.8305796
52628,370696,387768,10000,10000,6629,36,9.63,320.95,A,A5,10+ years,RENT,70000,Not Verified,2015-01-01,Charged Off,n,debt_consolidation,6.31,0,1999-06-01,2,11,41,0.0,0.0,8655.66,5169.85,7215.99,1439.67,0.0,0.0,0.0,2017-04-01,320.95,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,10.022436,3216.7008342
52633,370339,387115,8000,8000,4837,36,11.89,265.32,B,B4,2 years,MORTGAGE,60000,Not Verified,2015-01-01,Charged Off,n,debt_consolidation,17.24,0,1995-12-01,0,9,18,0.0,0.0,8171.58,4825.09,6648.71,1522.87,0.0,0.0,0.0,2017-08-01,292.11,2022-01-01,0,1,INDIVIDUAL,222.22222222222223,6.080805,1613.3591826
52636,370308,387027,2500,2500,1769,36,7.68,77.98,A,A2,1 year,MORTGAGE,32000,Verified,2015-01-01,Charged Off,n,debt_consolidation,0.38,0,1981-09-01,0,9,20,0.0,0.0,1940.25,1336.38,1666.47,273.78,0.0,0.0,0.0,2017-02-01,77.98,2017-02-01,0,1,INDIVIDUAL,69.44444444444444,12.002832,935.98083936
52653,385106,385847,6500,6500,6425,36,14.11,222.49,D,D1,2 years,MORTGAGE,73000,Verified,2015-04-01,Charged Off,n,home_improvement,11.59,0,1994-03-01,1,4,22,0.0,0.0,6545.92,6470.49,4430.85,1619.86,0.0,495.21,89.14,2018-01-01,98.51,2018-03-01,0,1,INDIVIDUAL,180.55555555555554,11.459907692307691,2549.7148624615384
52656,369654,385696,7000,7000,6075,36,17.26,250.49,F,F1,1 year,RENT,32000,Verified,2015-01-01,Charged Off,n,small_business,12.26,0,2002-01-01,4,5,7,0.0,0.0,1289.12,1118.7,611.14,389.1,0.0,288.88,2.84,2015-05-01,250.49,2015-10-01,0,1,INDIVIDUAL,194.44444444444446,32.85699428571428,8230.34849862857
52675,369039,384300,10800,10800,5675,36,15.05,374.67,D,D4,1 year,RENT,84000,Not Verified,2014-12-01,Charged Off,n,credit_card,12.79,0,1994-04-01,6,10,22,0.0,0.0,6547.42,3437.61,4274.6,1979.86,0.0,292.96,3.03,2016-07-01,130.48,2016-11-01,0,1,INDIVIDUAL,300.0,21.75133333333333,8149.5720599999995
52676,371341,384265,15000,15000,9000,36,14.74,518.06,D,D3,10+ years,MORTGAGE,65004,Verified,2015-01-01,Charged Off,n,debt_consolidation,22.1,0,1995-06-01,2,16,38,0.0,0.0,13978.71,6680.04,10604.94,3373.77,0.0,0.0,0.0,2017-04-01,518.06,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,10.548143999999999,5464.571480639999
52696,368143,382298,4000,4000,3125,36,13.47,135.7,C,C4,10+ years,RENT,39996,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,8.55,0,1996-04-01,1,5,11,0.0,0.0,2542.05,1984.66,1776.14,666.33,0.0,99.58,1.17,2016-08-01,144.2,2016-12-01,0,1,INDIVIDUAL,111.11111111111111,20.014739999999996,2716.000217999999
52706,367428,381013,9950,9950,2829,36,11.26,326.99,B,B2,3 years,MORTGAGE,180000,Verified,2014-12-01,Charged Off,n,small_business,10.07,0,1998-12-01,2,12,21,0.0,0.0,2344.87,727.22,1434.26,526.78,0.0,383.83,3.87,2015-06-01,326.99,2016-02-01,0,1,INDIVIDUAL,276.3888888888889,30.810717587939696,10074.796544080402
52707,367414,380990,10000,10000,2249,36,14.11,342.29,D,D1,10+ years,RENT,60000,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,21.32,0,2000-06-01,1,15,23,0.0,0.0,4104.6,921.96,2876.29,1228.31,0.0,0.0,0.0,2015-12-01,342.29,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,25.645356,8778.148905240001
52714,367056,380232,8000,8000,1675,36,13.16,268.95,C,C2,10+ years,RENT,50000,Verified,2014-12-01,Charged Off,n,other,22.22,0,1988-07-01,2,6,10,0.0,0.0,2776.57,580.65,1862.12,914.45,0.0,0.0,0.0,2015-12-01,287.74,2022-01-01,0,1,INDIVIDUAL,222.22222222222223,27.62046,7428.522717
52715,367046,380214,4150,4150,3719,36,12.53,138.89,C,C1,< 1 year,MORTGAGE,26004,Verified,2014-12-01,Charged Off,n,small_business,22.7,0,1984-05-01,1,9,17,0.0,0.0,3194.14,2725.53,2461.6,722.06,0.0,10.48,3.66,2016-11-01,138.89,2022-01-01,0,1,INDIVIDUAL,115.27777777777777,14.646361445783134,2034.2331412048193
52718,366887,379786,20000,6100,2600,36,11.26,200.47,B,B2,10+ years,MORTGAGE,163900,Verified,2014-12-01,Charged Off,n,small_business,15.02,0,1988-06-01,1,7,19,0.0,0.0,7528.81,3207.64,2458.15,747.06,14.99,4308.61,822.9,2016-05-01,200.47,2022-01-01,0,1,INDIVIDUAL,169.44444444444446,21.492885245901636,4308.678705245901
52719,366874,379763,10000,10000,6200,36,15.68,350.02,E,E1,3 years,MORTGAGE,63000,Not Verified,2014-12-01,Charged Off,n,small_business,7.03,0,2002-10-01,0,5,15,0.0,0.0,2149.0,1331.65,1124.3,623.75,0.0,400.95,4.0,2015-05-01,350.02,2015-10-01,0,1,INDIVIDUAL,277.77777777777777,31.952520000000003,11184.0210504
52729,366377,378268,15600,15600,3475,36,14.74,538.78,D,D3,10+ years,MORTGAGE,70000,Verified,2014-12-01,Charged Off,n,credit_card,24.89,0,1991-06-01,2,14,23,0.0,0.0,5387.41,1198.02,3668.03,1719.38,0.0,0.0,0.0,2016-03-01,3.3,2022-01-01,0,1,INDIVIDUAL,433.3333333333333,27.535315384615384,14835.477222923075
52733,366303,378118,10000,10000,4674,36,13.16,350.02,E,E1,10+ years,RENT,75000,Not Verified,2014-12-01,Charged Off,n,home_improvement,8.83,0,2006-01-01,2,6,6,0.0,0.0,2488.19,1161.94,1357.97,739.57,0.0,390.65,3.95,2015-06-01,350.02,2015-11-01,0,1,INDIVIDUAL,277.77777777777777,31.111308000000005,10889.580026160002
52738,366171,377833,10000,10000,2390,36,13.79,340.76,C,C5,< 1 year,RENT,40000,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,21.63,0,1988-09-01,3,13,19,0.0,0.0,3200.67,991.42,2119.43,1047.16,34.08,0.0,0.0,2015-12-01,101.18,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,28.370052,9667.37891952
52756,365474,376540,4000,4000,1199,36,10.51,130.03,B,B2,< 1 year,RENT,130068,Not Verified,2014-12-01,Charged Off,n,other,5.07,0,1996-08-01,0,9,14,0.0,0.0,649.6,194.55,482.97,166.63,0.0,0.0,0.0,2015-05-01,130.03,2022-01-01,0,1,INDIVIDUAL,111.11111111111111,31.653269999999996,4115.8746980999995
52763,365199,376112,25000,25000,7118,36,17.46,897.06,F,F4,10+ years,MORTGAGE,113000,Verified,2014-12-01,Charged Off,n,credit_card,3.94,1,1996-06-01,3,10,33,0.0,0.0,7218.33,2304.74,4489.85,2683.67,44.81,0.0,0.0,2015-08-01,897.06,2022-01-01,0,1,INDIVIDUAL,694.4444444444445,29.534616000000003,26494.322628960002
52765,365344,375971,25000,25000,1968,36,11.78,827.74,C,C1,1 year,MORTGAGE,130000,Verified,2014-12-01,Charged Off,n,debt_consolidation,10.2,0,1985-09-01,2,8,63,0.0,0.0,6619.6,871.84,4820.14,1799.46,0.0,0.0,0.0,2015-08-01,827.74,2016-02-01,0,1,INDIVIDUAL,694.4444444444445,29.0589984,24053.295335616
52769,364922,375743,12000,12000,6674,36,10.2,388.34,B,B1,2 years,RENT,75000,Verified,2014-12-01,Charged Off,n,credit_card,6.88,0,2001-05-01,0,6,14,0.0,0.0,5097.75,2831.11,3909.83,1168.71,19.21,0.0,0.0,2016-03-01,60.92,2016-07-01,0,1,INDIVIDUAL,333.3333333333333,24.27051,9425.2098534
52779,364713,375438,6000,6000,4350,36,11.26,197.18,B,B2,4 years,RENT,38004,Not Verified,2014-12-01,Charged Off,n,educational,2.34,0,2001-09-01,1,6,11,0.0,0.0,3710.12,2688.47,2617.41,893.11,0.0,199.6,69.86,2016-07-01,247.2,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,20.295540000000003,4001.8745772000007
52795,364420,374989,4800,4800,3065,36,12.41,160.38,C,C3,7 years,RENT,63000,Not Verified,2014-12-01,Charged Off,n,credit_card,13.81,1,2000-12-01,3,8,9,0.0,0.0,5480.67,3434.86,4479.65,967.51,14.98,18.52,3.33,2017-10-01,160.38,2018-04-01,0,1,INDIVIDUAL,133.33333333333334,2.4026250000000027,385.33299750000043
52797,364377,374927,8550,8550,1732,36,14.3,293.47,D,D4,< 1 year,RENT,79000,Verified,2014-11-01,Charged Off,n,debt_consolidation,18.14,0,1996-09-01,3,10,32,0.0,0.0,293.23,145.65,191.43,101.8,0.0,0.0,0.0,2015-01-01,293.47,2022-01-01,0,1,INDIVIDUAL,237.5,35.19397894736842,10328.377001684212
52798,364693,374862,8525,8525,8525,36,14.54,293.61,D,D1,1 year,MORTGAGE,90000,Not Verified,2017-02-01,Charged Off,n,debt_consolidation,1.24,2,1996-05-01,0,13,39,0.0,0.0,6795.56,6795.56,5010.73,1738.85,0.0,45.98,0.0,2019-02-01,293.61,2022-01-01,0,1,INDIVIDUAL,236.80555555555554,14.84031906158358,4357.266079671555
52813,363683,373745,2500,2500,2328,36,11.14,82.02,B,B4,10+ years,MORTGAGE,69508,Not Verified,2014-11-01,Charged Off,n,educational,20.15,0,1994-06-01,2,13,34,0.0,0.0,1804.0,1587.52,1427.79,376.21,0.0,0.0,0.0,2016-10-01,82.02,2022-01-01,0,1,INDIVIDUAL,69.44444444444444,15.439824000000002,1266.3743644800002
52823,363351,373265,16000,16000,4228,36,13.36,541.89,D,D1,8 years,MORTGAGE,150000,Verified,2014-11-01,Charged Off,n,credit_card,24.55,0,1988-11-01,3,18,47,0.0,0.0,4331.68,1465.96,3023.61,1308.07,0.0,0.0,0.0,2015-07-01,541.89,2022-01-01,0,1,INDIVIDUAL,444.44444444444446,29.1968775,15821.495948475
52830,363172,372969,8000,8000,2785,36,12.72,268.48,C,C4,8 years,MORTGAGE,48000,Not Verified,2014-11-01,Charged Off,n,credit_card,18.5,0,2003-11-01,4,5,13,0.0,0.0,6868.15,2375.88,5214.59,1482.16,0.0,171.4,33.16,2016-12-01,268.48,2017-06-01,0,1,INDIVIDUAL,222.22222222222223,12.534344999999998,3365.2209455999996
52837,362809,372424,24000,24000,8213,36,18.72,876.36,G,G3,8 years,MORTGAGE,60000,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,19.8,0,1999-11-01,1,25,45,0.0,0.0,2627.79,1001.16,1528.74,1099.05,0.0,0.0,0.0,2015-02-01,876.36,2022-01-01,0,1,INDIVIDUAL,666.6666666666666,33.70689,29539.370120400003
52847,362562,372032,7500,7500,3623,36,14.3,257.43,D,D4,10+ years,MORTGAGE,47004,Not Verified,2014-11-01,Charged Off,n,small_business,22.85,0,1995-10-01,6,13,21,0.0,0.0,1284.5,618.0,858.77,425.73,0.0,0.0,0.0,2015-05-01,257.43,2022-01-01,0,1,INDIVIDUAL,208.33333333333334,31.877903999999997,8206.328826719999
52850,417027,371993,4000,4000,4000,36,14.11,136.92,D,D1,1 year,RENT,65800,Not Verified,2015-06-01,Charged Off,n,debt_consolidation,16.63,0,1999-12-01,7,13,23,0.0,0.0,2868.39,2868.39,2122.16,746.23,0.0,0.0,0.0,2017-04-01,136.92,2022-01-01,0,1,INDIVIDUAL,111.11111111111111,16.900560000000002,2314.0246752000003
52857,362421,371796,12500,12500,8074,36,19.04,458.46,G,G4,2 years,MORTGAGE,123000,Not Verified,2014-11-01,Charged Off,n,other,5.84,1,1991-11-01,1,5,21,0.0,0.0,14025.37,8163.56,10238.25,3787.12,0.0,0.0,0.0,2017-05-01,458.46,2022-01-01,0,1,INDIVIDUAL,347.22222222222223,6.51384,2986.3350864
52862,362272,371565,2400,2400,1230,36,10.83,78.38,B,B3,8 years,RENT,40000,Not Verified,2014-11-01,Charged Off,n,credit_card,15.75,0,1994-09-01,2,12,28,0.0,0.0,2318.09,1189.52,1929.68,388.41,0.0,0.0,0.0,2017-04-01,78.38,2022-01-01,0,1,INDIVIDUAL,66.66666666666667,7.054799999999998,552.9552239999998
52869,362098,371139,4000,4000,2475,36,13.16,136.08,D,D2,2 years,RENT,15000,Not Verified,2014-11-01,Charged Off,n,car,14.0,0,2000-08-01,0,9,13,0.0,0.0,2684.74,1660.75,1838.38,734.25,14.95,97.16,1.02,2016-08-01,151.41,2017-01-01,0,1,INDIVIDUAL,111.11111111111111,19.45458,2647.3792464000003
52889,361146,369421,13500,13500,4550,36,10.83,440.89,B,B3,9 years,MORTGAGE,78000,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,11.52,0,1997-01-01,1,10,19,0.0,0.0,10646.85,3582.59,8494.97,2076.04,66.07,9.77,3.71,2016-12-01,903.82,2022-01-01,0,1,INDIVIDUAL,375.0,13.346746666666668,5884.447137866667
52901,360527,368353,25000,25000,6967,36,15.25,869.7,E,E2,4 years,MORTGAGE,200000,Verified,2014-11-01,Charged Off,n,debt_consolidation,9.49,0,1996-01-01,5,18,26,0.0,0.0,4501.46,1479.55,2247.15,1226.61,0.0,1027.7,10.23,2015-03-01,869.7,2015-10-01,0,1,INDIVIDUAL,694.4444444444445,32.764103999999996,28494.941248799998
52912,360213,367856,20000,20000,4969,36,10.83,653.17,B,B3,5 years,RENT,65004,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,8.2,0,1997-05-01,1,6,10,0.0,0.0,8469.39,3075.29,5958.49,1874.63,0.0,636.27,6.5,2015-12-01,653.17,2016-04-01,0,1,INDIVIDUAL,555.5555555555555,25.274718,16508.68755606
52916,360022,367573,10000,10000,3198,36,11.46,329.57,B,B5,10+ years,MORTGAGE,93996,Verified,2014-11-01,Charged Off,n,debt_consolidation,7.85,0,1990-10-01,1,8,26,0.0,0.0,3293.48,1051.01,2439.84,853.64,0.0,0.0,0.0,2015-09-01,329.57,2022-01-01,0,1,INDIVIDUAL,277.77777777777777,27.216576,8969.76695232
52921,359903,367369,15000,12000,6797,36,10.2,485.42,B,B1,< 1 year,MORTGAGE,100000,Not Verified,2014-11-01,Charged Off,n,small_business,7.93,0,1998-12-01,0,6,19,0.0,0.0,4360.32,2198.16,3326.55,1033.77,0.0,0.0,0.0,2015-08-01,485.42,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,26.020350000000004,12630.798297000003
52924,359736,367136,16000,16000,3700,36,13.36,541.89,D,D1,2 years,MORTGAGE,63000,Not Verified,2014-10-01,Charged Off,n,debt_consolidation,16.69,0,1995-12-01,6,10,38,0.0,0.0,12460.25,2879.14,9473.05,2987.2,0.0,0.0,0.0,2016-10-01,541.89,2022-01-01,0,1,INDIVIDUAL,444.44444444444446,14.6856375,7958.000104875
52926,359716,367101,15000,15000,2799,36,14.62,517.2,D,D5,10+ years,MORTGAGE,108000,Not Verified,2014-11-01,Charged Off,n,small_business,11.56,1,1996-01-01,1,14,23,0.0,0.0,8326.56,1551.93,5866.9,2433.81,25.85,0.0,0.0,2016-04-01,28.79,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,21.91944,11336.734368000001
52930,359468,366689,14400,14400,7698,36,13.67,489.86,D,D2,10+ years,MORTGAGE,120000,Verified,2014-10-01,Charged Off,n,debt_consolidation,13.01,0,1997-04-01,3,17,39,0.0,0.0,9117.54,4871.82,6131.14,2986.4,0.0,0.0,0.0,2016-09-01,590.22,2022-01-01,0,1,INDIVIDUAL,400.0,20.672150000000002,10126.459399000001
52931,359401,366581,6000,6000,3696,36,12.41,200.47,C,C3,2 years,RENT,48000,Not Verified,2014-10-01,Charged Off,n,car,17.53,0,1990-12-01,1,3,14,0.0,0.0,5104.24,3141.35,1448.11,553.39,0.0,3102.74,1086.39,2015-09-01,200.47,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,27.311340000000005,5475.104329800001
52933,413990,366324,8000,8000,7950,36,14.42,275.07,D,D2,3 years,RENT,52000,Verified,2015-06-01,Charged Off,n,debt_consolidation,6.88,0,1998-08-01,0,9,9,0.0,0.0,626.46,622.55,178.14,95.72,0.0,352.6,3.38,2015-07-01,275.07,2015-12-01,0,1,INDIVIDUAL,222.22222222222223,35.19837,9682.0156359
52949,358557,365210,18000,18000,5099,36,12.09,598.64,C,C2,10+ years,MORTGAGE,67000,Verified,2014-10-01,Charged Off,n,credit_card,19.22,0,1994-07-01,1,9,25,0.0,0.0,7697.5,2179.48,4827.02,2277.89,0.0,592.59,5.99,2016-03-01,130.12,2022-01-01,0,1,INDIVIDUAL,500.0,26.345959999999998,15771.745494399998
52951,358545,365194,25000,25000,4974,36,13.16,861.99,D,D5,10+ years,MORTGAGE,160000,Verified,2014-10-01,Charged Off,n,credit_card,9.04,2,1994-02-01,1,7,24,0.0,0.0,15553.41,3091.77,10454.84,4194.23,0.0,904.34,316.72,2016-04-01,861.99,2022-01-01,0,1,INDIVIDUAL,694.4444444444445,20.9450304,18054.406754496
52953,358508,365126,6000,6000,4499,36,11.46,197.75,B,B5,2 years,RENT,31200,Not Verified,2014-10-01,Charged Off,n,credit_card,13.73,0,2003-02-01,0,8,16,0.0,0.0,3159.84,2369.28,2412.38,747.46,0.0,0.0,0.0,2016-03-01,197.75,2022-01-01,0,1,INDIVIDUAL,166.66666666666666,21.52572,4256.71113
52955,358372,364790,9500,12000,4700,36,8.0,297.7,A,A3,3 years,RENT,55000,Verified,2014-10-01,Charged Off,n,educational,3.53,0,1970-01-01,2,11,22,0.0,0.0,3295.24,1628.67,2412.48,561.12,0.0,321.64,3.34,2015-09-01,297.7,2016-02-01,0,1,INDIVIDUAL,333.3333333333333,28.762560000000004,8562.614112000001
52957,358312,364688,10500,10500,3975,36,9.38,335.76,A,A5,1 year,RENT,55000,Verified,2014-10-01,Charged Off,n,small_business,6.41,0,2002-01-01,2,9,14,0.0,0.0,1675.3,632.3,1285.72,389.58,0.0,0.0,0.0,2015-04-01,335.76,2022-01-01,0,1,INDIVIDUAL,291.6666666666667,31.591817142857142,10607.268523885714
52971,357509,363601,7500,7500,7300,36,10.25,242.89,B,B2,1 year,RENT,60000,Not Verified,2016-03-01,Charged Off,n,debt_consolidation,11.62,0,1999-11-01,2,13,22,0.0,0.0,3399.75,3308.8,2632.18,748.68,0.0,18.89,6.58,2017-06-01,242.89,2022-01-01,0,1,INDIVIDUAL,208.33333333333334,23.365536,5675.255039039999
52973,359600,363465,15000,15000,4122,36,12.41,501.16,C,C3,1 year,RENT,350000,Not Verified,2014-10-01,Charged Off,n,small_business,5.86,0,2002-02-01,2,13,24,0.0,0.0,4005.55,1097.5,1405.17,598.63,0.0,2001.75,700.72,2015-03-01,501.16,2022-01-01,0,1,INDIVIDUAL,416.6666666666667,32.627592,16351.64400672
52978,358822,363016,5000,5000,2276,36,11.78,165.55,C,C1,10+ years,MORTGAGE,47000,Verified,2014-10-01,Charged Off,n,credit_card,22.49,0,1986-06-01,3,9,24,0.0,0.0,5957.58618267,2664.29,4620.33,960.77,0.0,376.486182674,133.03,2017-09-01,250.0,2022-01-01,0,1,INDIVIDUAL,138.88888888888889,2.7336240000000007,452.55145320000014
52982,356887,362451,2000,2000,250,36,14.43,68.78,E,E1,3 years,MORTGAGE,100000,Verified,2014-10-01,Charged Off,n,medical,27.18,0,1997-08-01,3,16,51,0.0,0.0,1169.09,146.03,838.03,331.06,0.0,0.0,0.0,2016-03-01,68.78,2022-01-01,0,1,INDIVIDUAL,55.55555555555556,20.91546,1438.5653388
52983,356798,362283,6500,6500,1650,36,13.04,219.14,C,C5,9 years,MORTGAGE,63000,Verified,2014-10-01,Charged Off,n,car,6.76,1,1991-11-01,3,13,47,0.0,0.0,2625.33,665.74,1724.42,684.91,0.0,216.0,2.17,2015-10-01,219.14,2016-03-01,0,1,INDIVIDUAL,180.55555555555554,26.449366153846157,5796.114098953846
52991,356431,361667,6000,5250,0,36,11.28,172.58,C,C1,6 years,RENT,47628,Not Verified,2014-10-01,Charged Off,n,other,5.24,0,1993-02-01,0,3,11,0.0,0.0,2603.54,0.0,1972.43,616.11,15.0,0.0,0.0,2016-01-01,172.58,2022-01-01,0,1,INDIVIDUAL,145.83333333333334,22.47476571428571,3878.695066971428
52998,355974,360936,4000,4000,0,36,14.43,137.55,E,E1,1 year,RENT,80000,Not Verified,2014-09-01,Charged Off,n,wedding,20.37,2,1986-01-01,4,11,33,0.0,0.0,1814.4,0.0,1021.92,658.45,0.0,134.03,1.34,2016-02-01,137.55,2022-01-01,0,1,INDIVIDUAL,111.11111111111111,26.802719999999997,3686.714136
53007,355533,360287,3500,3500,174,36,17.28,125.28,F,F5,3 years,MORTGAGE,72800,Verified,2014-09-01,Charged Off,n,other,21.1,0,1991-08-01,3,16,21,0.0,0.0,2229.74,111.42,1430.6,698.99,0.0,100.15,35.05,2016-02-01,125.28,2022-01-01,0,1,INDIVIDUAL,97.22222222222223,21.28525714285714,2666.6170148571427
53008,355476,360189,5000,4250,0,36,11.28,139.71,C,C1,2 years,MORTGAGE,55000,Not Verified,2014-09-01,Charged Off,n,wedding,4.65,0,1999-11-01,0,7,23,0.0,0.0,4973.38,0.0,2796.29,695.96,0.0,1481.13,518.4,2016-10-01,139.71,2022-01-01,0,1,INDIVIDUAL,118.05555555555556,12.313778823529413,1720.3580394352944
53013,355250,359803,7500,6100,0,36,11.91,202.35,C,C3,< 1 year,RENT,60000,Verified,2014-09-01,Charged Off,n,credit_card,21.82,0,1999-09-01,4,11,20,0.0,0.0,2428.09,0.0,1796.09,632.0,0.0,0.0,0.0,2015-09-01,404.7,2022-01-01,0,1,INDIVIDUAL,169.44444444444446,25.40012459016393,5139.7152108196715
53015,356756,359455,1000,1000,0,36,13.16,32.88,C,C1,1 year,RENT,35000,Not Verified,2014-09-01,Charged Off,n,other,15.69,0,1996-11-01,1,5,6,0.0,0.0,331.04,0.0,219.38,76.45,0.0,35.21,0.35,2015-07-01,32.88,2015-12-01,0,1,INDIVIDUAL,27.77777777777778,28.10232,924.0042816
53016,354986,359435,7000,7000,224,36,15.38,243.97,E,E4,6 years,MORTGAGE,80000,Not Verified,2014-09-01,Charged Off,n,credit_card,9.24,0,1990-09-01,2,9,19,0.0,0.0,2681.12,86.16,1634.47,805.03,0.0,241.62,2.41,2015-07-01,243.97,2015-12-01,0,1,INDIVIDUAL,194.44444444444446,27.594154285714282,6732.145821085714
53028,353861,357685,7500,7500,0,36,16.01,263.72,F,F1,< 1 year,RENT,100000,Not Verified,2014-08-01,Charged Off,n,debt_consolidation,19.58,2,1993-06-01,0,6,27,0.0,0.0,8658.3,0.0,1193.36,737.66,0.0,6727.28,2354.55,2015-05-01,85.07,2022-01-01,0,1,INDIVIDUAL,208.33333333333334,30.271872000000002,7983.298083840002
53031,353677,357409,7500,7500,0,36,16.33,264.91,F,F2,6 years,MORTGAGE,50000,Not Verified,2014-08-01,Charged Off,n,credit_card,10.8,0,1994-03-01,0,4,9,0.0,0.0,2664.01,0.0,1729.38,919.63,15.0,0.0,0.0,2015-06-01,264.91,2022-01-01,0,1,INDIVIDUAL,208.33333333333334,27.698976,7337.73573216
53034,353581,357272,7500,12000,0,36,17.59,269.61,G,G1,4 years,RENT,54000,Not Verified,2014-08-01,Charged Off,n,credit_card,27.47,1,1998-05-01,6,9,29,0.0,0.0,6180.26,0.0,4134.92,2045.34,0.0,0.0,0.0,2016-10-01,207.4,2022-01-01,0,1,INDIVIDUAL,333.3333333333333,23.59524,6361.5126564
53036,353548,357232,7500,6250,0,36,11.59,206.37,C,C2,< 1 year,MORTGAGE,38000,Verified,2014-08-01,Charged Off,n,home_improvement,8.53,0,1996-11-01,3,13,16,0.0,0.0,3072.42,0.0,2177.28,711.62,0.0,183.52,1.84,2015-10-01,206.37,2016-03-01,0,1,INDIVIDUAL,173.61111111111111,23.458867199999997,4841.206424063999
53037,353423,357049,3000,2225,0,36,13.16,73.14,C,C1,< 1 year,RENT,24000,Not Verified,2014-08-01,Charged Off,n,credit_card,12.45,1,1991-10-01,0,3,9,0.0,0.0,1023.82,0.0,777.44,246.38,0.0,0.0,0.0,2015-10-01,73.14,2022-01-01,0,1,INDIVIDUAL,61.80555555555556,23.421195505617977,1713.0262392808988
53050,352984,356386,7500,6900,0,36,13.17,233.06,D,D2,6 years,OWN,150000,Not Verified,2014-08-01,Charged Off,n,credit_card,8.6,0,1986-11-01,7,6,9,0.0,0.0,233.05,0.0,157.33,75.72,0.0,0.0,0.0,2014-09-01,233.06,2022-01-01,0,1,INDIVIDUAL,191.66666666666666,35.17914782608696,8198.852192347827
53051,352912,356269,4500,2100,0,36,14.12,71.9,D,D5,< 1 year,RENT,42000,Not Verified,2014-08-01,Charged Off,n,educational,8.11,1,2000-10-01,2,7,16,0.0,0.0,846.92,0.0,291.6,139.8,0.0,415.52,145.43,2015-02-01,71.9,2022-01-01,0,1,INDIVIDUAL,58.333333333333336,31.001142857142856,2228.9821714285717
53065,352232,355214,15000,15000,0,36,16.96,534.5,F,F4,4 years,RENT,184000,Verified,2014-07-01,Charged Off,n,credit_card,12.76,0,2002-07-01,0,8,23,0.0,0.0,9165.53,0.0,5637.42,3080.06,26.73,421.32,4.21,2016-01-01,700.17,2020-07-01,0,1,INDIVIDUAL,416.6666666666667,22.470191999999997,12010.317624
53070,352079,354985,12000,12000,0,36,13.16,407.17,D,D3,1 year,RENT,55000,Not Verified,2014-07-01,Charged Off,n,debt_consolidation,14.53,0,1983-10-01,0,6,19,0.0,0.0,6413.64,0.0,3767.92,2196.36,78.91,370.45,3.71,2016-05-01,250.05,2016-10-01,0,1,INDIVIDUAL,333.3333333333333,24.69624,10055.5680408
53076,351801,354618,5000,5000,0,36,11.28,164.36,C,C1,10+ years,RENT,83004,Verified,2014-07-01,Charged Off,n,home_improvement,13.53,0,1986-02-01,3,9,29,0.0,0.0,164.35,0.0,117.35,47.0,0.0,0.0,0.0,2014-08-01,164.36,2022-01-01,0,1,INDIVIDUAL,138.88888888888889,35.15508,5778.0889488
